(0, 0) => (19, 16) @ (22, 18) == -1
(2, 25) => (1, 24) @ (22, 25) == -1
(1, 24) => (2, 25) @ (22, 24) == 1
(2, 25) => (3, 26) @ (22, 25) == 1
(3, 26) => (2, 25) @ (22, 26) == -1
(2, 25) => (1, 24) @ (22, 25) == -1
(1, 24) => (2, 23) @ (22, 24) == -1
(2, 23) => (3, 22) @ (22, 23) == -1
(3, 22) => (4, 23) @ (22, 22) == 1
(4, 23) => (5, 24) @ (22, 23) == 1
(5, 24) => (6, 25) @ (22, 24) == 1
(6, 25) => (7, 26) @ (22, 25) == 1
(7, 26) => (8, 27) @ (22, 26) == 1
(8, 27) => (9, 28) @ (22, 27) == 1
(9, 28) => (8, 27) @ (22, 28) == -1
(8, 27) => (7, 26) @ (22, 27) == -1
(7, 26) => (6, 25) @ (22, 26) == -1
(6, 25) => (5, 24) @ (22, 25) == -1
(5, 24) => (4, 23) @ (22, 24) == -1
(4, 23) => (3, 22) @ (22, 23) == -1
(3, 22) => (4, 23) @ (22, 22) == 1
(4, 23) => (5, 24) @ (22, 23) == 1
(5, 24) => (6, 25) @ (22, 24) == 1
(6, 25) => (7, 26) @ (22, 25) == 1
(7, 26) => (8, 27) @ (22, 26) == 1
(8, 27) => (9, 28) @ (22, 27) == 1
(9, 28) => (8, 27) @ (22, 28) == -1
(8, 27) => (7, 26) @ (22, 27) == -1
(7, 26) => (6, 25) @ (22, 26) == -1
(6, 25) => (5, 24) @ (22, 25) == -1
(5, 24) => (4, 23) @ (22, 24) == -1
(4, 23) => (3, 22) @ (22, 23) == -1
(3, 22) => (2, 21) @ (22, 22) == -1
(2, 21) => (1, 22) @ (22, 21) == 1
(1, 22) => (2, 23) @ (22, 22) == 1
(2, 23) => (3, 24) @ (22, 23) == 1
(3, 24) => (4, 25) @ (22, 24) == 1
(4, 25) => (5, 26) @ (22, 25) == 1
(5, 26) => (6, 27) @ (22, 26) == 1
(6, 27) => (7, 28) @ (22, 27) == 1
(7, 28) => (8, 29) @ (22, 28) == 1
(8, 29) => (9, 30) @ (22, 29) == 1
(9, 30) => (10, 31) @ (22, 30) == 1
(10, 31) => (11, 32) @ (22, 31) == 1
(11, 32) => (12, 33) @ (22, 32) == 1
(12, 33) => (13, 34) @ (22, 33) == 1
(13, 34) => (14, 35) @ (22, 34) == 1
(14, 35) => (15, 34) @ (22, 35) == -1
(15, 34) => (16, 33) @ (22, 34) == -1
(16, 33) => (17, 32) @ (22, 33) == -1
(17, 32) => (18, 31) @ (22, 32) == -1
(18, 31) => (19, 30) @ (22, 31) == -1
(19, 30) => (20, 29) @ (22, 30) == -1
(20, 29) => (21, 28) @ (22, 29) == -1
(21, 28) => (20, 27) @ (22, 28) == -1
(20, 27) => (19, 26) @ (22, 27) == -1
(19, 26) => (18, 25) @ (22, 26) == -1
(18, 25) => (17, 24) @ (22, 25) == -1
(17, 24) => (16, 23) @ (22, 24) == -1
(16, 23) => (15, 22) @ (22, 23) == -1
(15, 22) => (14, 21) @ (22, 22) == -1
(14, 21) => (13, 20) @ (22, 21) == -1
(13, 20) => (12, 19) @ (22, 20) == -1
(12, 19) => (11, 18) @ (22, 19) == -1
(11, 18) => (10, 17) @ (22, 18) == -1
(10, 17) => (9, 16) @ (22, 17) == -1
(9, 16) => (8, 15) @ (22, 16) == -1
(8, 15) => (7, 14) @ (22, 15) == -1
(7, 14) => (6, 13) @ (22, 14) == -1
(6, 13) => (5, 12) @ (22, 13) == -1
(5, 12) => (4, 11) @ (22, 12) == -1
(4, 11) => (3, 10) @ (22, 11) == -1
(3, 10) => (2, 9) @ (22, 10) == -1
(2, 9) => (1, 8) @ (22, 9) == -1
(1, 8) => (2, 7) @ (22, 8) == -1
(2, 7) => (3, 6) @ (22, 7) == -1
(3, 6) => (4, 5) @ (22, 6) == -1
(4, 5) => (5, 4) @ (22, 5) == -1
(5, 4) => (6, 3) @ (22, 4) == -1
(6, 3) => (7, 2) @ (22, 3) == -1
(7, 2) => (8, 1) @ (22, 2) == -1
(8, 1) => (9, 2) @ (22, 1) == 1
(9, 2) => (10, 3) @ (22, 2) == 1
(10, 3) => (11, 4) @ (22, 3) == 1
(11, 4) => (12, 5) @ (22, 4) == 1
(12, 5) => (13, 6) @ (22, 5) == 1
(13, 6) => (14, 7) @ (22, 6) == 1
(14, 7) => (15, 8) @ (22, 7) == 1
(15, 8) => (16, 9) @ (22, 8) == 1
(16, 9) => (17, 10) @ (22, 9) == 1
(17, 10) => (18, 11) @ (22, 10) == 1
(18, 11) => (19, 12) @ (22, 11) == 1
(19, 12) => (20, 13) @ (22, 12) == 1
(20, 13) => (21, 14) @ (22, 13) == 1
(21, 14) => (20, 15) @ (22, 14) == 1
(20, 15) => (19, 16) @ (22, 15) == 1
(19, 16) => (18, 17) @ (22, 16) == 1
(18, 17) => (17, 18) @ (22, 17) == 1
(17, 18) => (16, 19) @ (22, 18) == 1
(16, 19) => (15, 20) @ (22, 19) == 1
(15, 20) => (14, 21) @ (22, 20) == 1
(14, 21) => (13, 22) @ (22, 21) == 1
(13, 22) => (12, 23) @ (22, 22) == 1
(12, 23) => (11, 24) @ (22, 23) == 1
(11, 24) => (10, 25) @ (22, 24) == 1
(10, 25) => (9, 26) @ (22, 25) == 1
(9, 26) => (8, 27) @ (22, 26) == 1
(8, 27) => (7, 28) @ (22, 27) == 1
(7, 28) => (8, 27) @ (22, 28) == -1
(8, 27) => (9, 26) @ (22, 27) == -1
(9, 26) => (10, 25) @ (22, 26) == -1
(10, 25) => (11, 24) @ (22, 25) == -1
(11, 24) => (12, 23) @ (22, 24) == -1
(12, 23) => (13, 22) @ (22, 23) == -1
(13, 22) => (14, 21) @ (22, 22) == -1
(14, 21) => (15, 20) @ (22, 21) == -1
(15, 20) => (16, 19) @ (22, 20) == -1
(16, 19) => (17, 18) @ (22, 19) == -1
(17, 18) => (18, 17) @ (22, 18) == -1
(18, 17) => (19, 16) @ (22, 17) == -1
(19, 16) => (20, 15) @ (22, 16) == -1
(20, 15) => (21, 14) @ (22, 15) == -1
(21, 14) => (20, 13) @ (22, 14) == -1
(20, 13) => (19, 12) @ (22, 13) == -1
(19, 12) => (18, 11) @ (22, 12) == -1
(18, 11) => (17, 10) @ (22, 11) == -1
(17, 10) => (16, 9) @ (22, 10) == -1
(16, 9) => (15, 8) @ (22, 9) == -1
(15, 8) => (14, 7) @ (22, 8) == -1
(14, 7) => (13, 6) @ (22, 7) == -1
(13, 6) => (12, 5) @ (22, 6) == -1
(12, 5) => (11, 4) @ (22, 5) == -1
(11, 4) => (10, 3) @ (22, 4) == -1
(10, 3) => (9, 2) @ (22, 3) == -1
(9, 2) => (8, 1) @ (22, 2) == -1
(8, 1) => (7, 2) @ (22, 1) == 1
(7, 2) => (6, 3) @ (22, 2) == 1
(6, 3) => (5, 4) @ (22, 3) == 1
(5, 4) => (4, 5) @ (22, 4) == 1
(4, 5) => (3, 6) @ (22, 5) == 1
(3, 6) => (2, 7) @ (22, 6) == 1
(2, 7) => (1, 8) @ (22, 7) == 1
(1, 8) => (2, 9) @ (22, 8) == 1
(2, 9) => (3, 10) @ (22, 9) == 1
(3, 10) => (4, 11) @ (22, 10) == 1
(4, 11) => (5, 12) @ (22, 11) == 1
(5, 12) => (6, 13) @ (22, 12) == 1
(6, 13) => (7, 14) @ (22, 13) == 1
(7, 14) => (8, 15) @ (22, 14) == 1
(8, 15) => (9, 16) @ (22, 15) == 1
(9, 16) => (10, 17) @ (22, 16) == 1
(10, 17) => (11, 18) @ (22, 17) == 1
(11, 18) => (12, 19) @ (22, 18) == 1
(12, 19) => (13, 20) @ (22, 19) == 1
(13, 20) => (14, 21) @ (22, 20) == 1
(14, 21) => (15, 22) @ (22, 21) == 1
(15, 22) => (16, 23) @ (22, 22) == 1
(16, 23) => (17, 24) @ (22, 23) == 1
(17, 24) => (18, 25) @ (22, 24) == 1
(18, 25) => (19, 26) @ (22, 25) == 1
(19, 26) => (20, 27) @ (22, 26) == 1
(20, 27) => (21, 28) @ (22, 27) == 1
(21, 28) => (20, 29) @ (22, 28) == 1
(20, 29) => (19, 30) @ (22, 29) == 1
(19, 30) => (18, 31) @ (22, 30) == 1
(18, 31) => (17, 32) @ (22, 31) == 1
(17, 32) => (16, 33) @ (22, 32) == 1
(16, 33) => (15, 34) @ (22, 33) == 1
(15, 34) => (14, 35) @ (22, 34) == 1
(14, 35) => (13, 34) @ (22, 35) == -1
(13, 34) => (12, 33) @ (22, 34) == -1
(12, 33) => (11, 32) @ (22, 33) == -1
(11, 32) => (10, 31) @ (22, 32) == -1
(10, 31) => (9, 30) @ (22, 31) == -1
(9, 30) => (8, 29) @ (22, 30) == -1
(8, 29) => (7, 28) @ (22, 29) == -1
(7, 28) => (6, 27) @ (22, 28) == -1
(6, 27) => (5, 26) @ (22, 27) == -1
(5, 26) => (4, 25) @ (22, 26) == -1
(4, 25) => (3, 24) @ (22, 25) == -1
(3, 24) => (2, 23) @ (22, 24) == -1
(2, 23) => (1, 22) @ (22, 23) == -1
(1, 22) => (2, 21) @ (22, 22) == -1
(2, 21) => (1, 22) @ (22, 21) == 1
(1, 22) => (2, 23) @ (22, 22) == 1
(2, 23) => (3, 24) @ (22, 23) == 1
(3, 24) => (4, 25) @ (22, 24) == 1
(4, 25) => (5, 26) @ (22, 25) == 1
(5, 26) => (6, 27) @ (22, 26) == 1
(6, 27) => (7, 28) @ (22, 27) == 1
(7, 28) => (8, 29) @ (22, 28) == 1
(8, 29) => (9, 30) @ (22, 29) == 1
(9, 30) => (10, 31) @ (22, 30) == 1
(10, 31) => (11, 32) @ (22, 31) == 1
(11, 32) => (12, 33) @ (22, 32) == 1
(12, 33) => (13, 34) @ (22, 33) == 1
(13, 34) => (14, 35) @ (22, 34) == 1
(14, 35) => (15, 34) @ (22, 35) == -1
(15, 34) => (16, 33) @ (22, 34) == -1
(16, 33) => (17, 32) @ (22, 33) == -1
(17, 32) => (18, 31) @ (22, 32) == -1
(18, 31) => (19, 30) @ (22, 31) == -1
(19, 30) => (20, 29) @ (22, 30) == -1
(20, 29) => (21, 28) @ (22, 29) == -1
(21, 28) => (20, 27) @ (22, 28) == -1
(20, 27) => (19, 26) @ (22, 27) == -1
(19, 26) => (18, 25) @ (22, 26) == -1
(18, 25) => (17, 24) @ (22, 25) == -1
(17, 24) => (16, 23) @ (22, 24) == -1
(16, 23) => (15, 22) @ (22, 23) == -1
(15, 22) => (14, 21) @ (22, 22) == -1
(14, 21) => (13, 20) @ (22, 21) == -1
(13, 20) => (12, 19) @ (22, 20) == -1
(12, 19) => (11, 18) @ (22, 19) == -1
(11, 18) => (10, 17) @ (22, 18) == -1
(10, 17) => (9, 16) @ (22, 17) == -1
(9, 16) => (8, 15) @ (22, 16) == -1
(8, 15) => (7, 14) @ (22, 15) == -1
(7, 14) => (6, 13) @ (22, 14) == -1
(6, 13) => (5, 12) @ (22, 13) == -1
(5, 12) => (4, 11) @ (22, 12) == -1
(4, 11) => (3, 10) @ (22, 11) == -1
(3, 10) => (2, 9) @ (22, 10) == -1
(2, 9) => (1, 8) @ (22, 9) == -1
(1, 8) => (2, 7) @ (22, 8) == -1
(2, 7) => (3, 6) @ (22, 7) == -1
(3, 6) => (4, 5) @ (22, 6) == -1
(4, 5) => (5, 4) @ (22, 5) == -1
(5, 4) => (6, 3) @ (22, 4) == -1
(6, 3) => (7, 2) @ (22, 3) == -1
(7, 2) => (8, 1) @ (22, 2) == -1
(8, 1) => (9, 2) @ (22, 1) == 1
(9, 2) => (10, 3) @ (22, 2) == 1
(10, 3) => (11, 4) @ (22, 3) == 1
(11, 4) => (12, 5) @ (22, 4) == 1
(12, 5) => (13, 6) @ (22, 5) == 1
(13, 6) => (14, 7) @ (22, 6) == 1
(14, 7) => (15, 8) @ (22, 7) == 1
(15, 8) => (16, 9) @ (22, 8) == 1
(16, 9) => (17, 10) @ (22, 9) == 1
(17, 10) => (18, 11) @ (22, 10) == 1
(18, 11) => (19, 12) @ (22, 11) == 1
(19, 12) => (20, 13) @ (22, 12) == 1
(20, 13) => (21, 14) @ (22, 13) == 1
(21, 14) => (20, 15) @ (22, 14) == 1
(20, 15) => (19, 16) @ (22, 15) == 1
(19, 16) => (18, 17) @ (22, 16) == 1
(18, 17) => (17, 18) @ (22, 17) == 1
(17, 18) => (16, 19) @ (22, 18) == 1
(16, 19) => (15, 20) @ (22, 19) == 1
(15, 20) => (14, 21) @ (22, 20) == 1
(14, 21) => (13, 22) @ (22, 21) == 1
(13, 22) => (12, 23) @ (22, 22) == 1
(12, 23) => (11, 24) @ (22, 23) == 1
(11, 24) => (10, 25) @ (22, 24) == 1
(10, 25) => (9, 26) @ (22, 25) == 1
(9, 26) => (8, 27) @ (22, 26) == 1
(8, 27) => (7, 28) @ (22, 27) == 1
(7, 28) => (6, 29) @ (22, 28) == 1
(6, 29) => (7, 30) @ (22, 29) == 1
(7, 30) => (8, 31) @ (22, 30) == 1
(8, 31) => (9, 32) @ (22, 31) == 1
(9, 32) => (10, 33) @ (22, 32) == 1
(10, 33) => (11, 34) @ (22, 33) == 1
(11, 34) => (12, 35) @ (22, 34) == 1
(12, 35) => (13, 34) @ (22, 35) == -1
(13, 34) => (14, 33) @ (22, 34) == -1
(14, 33) => (15, 32) @ (22, 33) == -1
(15, 32) => (16, 31) @ (22, 32) == -1
(16, 31) => (17, 30) @ (22, 31) == -1
(17, 30) => (18, 29) @ (22, 30) == -1
(18, 29) => (19, 28) @ (22, 29) == -1
(19, 28) => (20, 27) @ (22, 28) == -1
(20, 27) => (21, 26) @ (22, 27) == -1
(21, 26) => (20, 25) @ (22, 26) == -1
(20, 25) => (19, 24) @ (22, 25) == -1
(19, 24) => (18, 23) @ (22, 24) == -1
(18, 23) => (17, 22) @ (22, 23) == -1
(17, 22) => (16, 21) @ (22, 22) == -1
(16, 21) => (15, 20) @ (22, 21) == -1
(15, 20) => (14, 19) @ (22, 20) == -1
(14, 19) => (13, 18) @ (22, 19) == -1
(13, 18) => (12, 17) @ (22, 18) == -1
(12, 17) => (11, 16) @ (22, 17) == -1
(11, 16) => (10, 15) @ (22, 16) == -1
(10, 15) => (9, 14) @ (22, 15) == -1
(9, 14) => (8, 13) @ (22, 14) == -1
(8, 13) => (7, 12) @ (22, 13) == -1
(7, 12) => (8, 13) @ (22, 12) == 1
(8, 13) => (9, 14) @ (22, 13) == 1
(9, 14) => (10, 15) @ (22, 14) == 1
(10, 15) => (11, 16) @ (22, 15) == 1
(11, 16) => (12, 17) @ (22, 16) == 1
(12, 17) => (13, 18) @ (22, 17) == 1
(13, 18) => (14, 19) @ (22, 18) == 1
(14, 19) => (15, 20) @ (22, 19) == 1
(15, 20) => (16, 21) @ (22, 20) == 1
(16, 21) => (17, 22) @ (22, 21) == 1
(17, 22) => (18, 23) @ (22, 22) == 1
(18, 23) => (19, 24) @ (22, 23) == 1
(19, 24) => (20, 25) @ (22, 24) == 1
(20, 25) => (21, 26) @ (22, 25) == 1
(21, 26) => (20, 27) @ (22, 26) == 1
(20, 27) => (19, 28) @ (22, 27) == 1
(19, 28) => (18, 29) @ (22, 28) == 1
(18, 29) => (17, 30) @ (22, 29) == 1
(17, 30) => (16, 31) @ (22, 30) == 1
(16, 31) => (15, 32) @ (22, 31) == 1
(15, 32) => (14, 33) @ (22, 32) == 1
(14, 33) => (13, 34) @ (22, 33) == 1
(13, 34) => (12, 35) @ (22, 34) == 1
(12, 35) => (11, 34) @ (22, 35) == -1
(11, 34) => (10, 33) @ (22, 34) == -1
(10, 33) => (9, 32) @ (22, 33) == -1
(9, 32) => (8, 31) @ (22, 32) == -1
(8, 31) => (7, 30) @ (22, 31) == -1
(7, 30) => (6, 29) @ (22, 30) == -1
(6, 29) => (5, 28) @ (22, 29) == -1
(5, 28) => (4, 27) @ (22, 28) == -1
(4, 27) => (3, 26) @ (22, 27) == -1
(3, 26) => (2, 25) @ (22, 26) == -1
(2, 25) => (1, 24) @ (22, 25) == -1
(1, 24) => (2, 23) @ (22, 24) == -1
(2, 23) => (3, 22) @ (22, 23) == -1
(3, 22) => (4, 21) @ (22, 22) == -1
(4, 21) => (5, 22) @ (22, 21) == 1
(5, 22) => (6, 23) @ (22, 22) == 1
(6, 23) => (7, 24) @ (22, 23) == 1
(7, 24) => (8, 25) @ (22, 24) == 1
(8, 25) => (9, 26) @ (22, 25) == 1
(9, 26) => (8, 25) @ (22, 26) == -1
(8, 25) => (7, 24) @ (22, 25) == -1
(7, 24) => (6, 23) @ (22, 24) == -1
(6, 23) => (5, 22) @ (22, 23) == -1
(5, 22) => (4, 21) @ (22, 22) == -1
(4, 21) => (3, 20) @ (22, 21) == -1
(3, 20) => (2, 19) @ (22, 20) == -1
(2, 19) => (1, 18) @ (22, 19) == -1
(1, 18) => (2, 19) @ (22, 18) == 1
(2, 19) => (3, 20) @ (22, 19) == 1
(3, 20) => (4, 21) @ (22, 20) == 1
(4, 21) => (5, 22) @ (22, 21) == 1
(5, 22) => (6, 23) @ (22, 22) == 1
(6, 23) => (7, 24) @ (22, 23) == 1
(7, 24) => (8, 25) @ (22, 24) == 1
(8, 25) => (9, 26) @ (22, 25) == 1
(9, 26) => (10, 27) @ (22, 26) == 1
(10, 27) => (9, 28) @ (22, 27) == 1
(9, 28) => (8, 29) @ (22, 28) == 1
(8, 29) => (7, 30) @ (22, 29) == 1
(7, 30) => (6, 31) @ (22, 30) == 1
(6, 31) => (7, 32) @ (22, 31) == 1
(7, 32) => (8, 33) @ (22, 32) == 1
(8, 33) => (9, 34) @ (22, 33) == 1
(9, 34) => (10, 35) @ (22, 34) == 1
(10, 35) => (11, 34) @ (22, 35) == -1
(11, 34) => (12, 33) @ (22, 34) == -1
(12, 33) => (13, 32) @ (22, 33) == -1
(13, 32) => (14, 31) @ (22, 32) == -1
(14, 31) => (15, 30) @ (22, 31) == -1
(15, 30) => (16, 29) @ (22, 30) == -1
(16, 29) => (17, 28) @ (22, 29) == -1
(17, 28) => (18, 27) @ (22, 28) == -1
(18, 27) => (19, 26) @ (22, 27) == -1
(19, 26) => (20, 25) @ (22, 26) == -1
(20, 25) => (21, 24) @ (22, 25) == -1
(21, 24) => (20, 23) @ (22, 24) == -1
(20, 23) => (19, 22) @ (22, 23) == -1
(19, 22) => (18, 21) @ (22, 22) == -1
(18, 21) => (17, 20) @ (22, 21) == -1
(17, 20) => (16, 19) @ (22, 20) == -1
(16, 19) => (15, 18) @ (22, 19) == -1
(15, 18) => (14, 17) @ (22, 18) == -1
(14, 17) => (13, 16) @ (22, 17) == -1
(13, 16) => (12, 15) @ (22, 16) == -1
(12, 15) => (11, 14) @ (22, 15) == -1
(11, 14) => (10, 13) @ (22, 14) == -1
(10, 13) => (9, 12) @ (22, 13) == -1
(9, 12) => (8, 11) @ (22, 12) == -1
(8, 11) => (7, 10) @ (22, 11) == -1
(7, 10) => (6, 9) @ (22, 10) == -1
(6, 9) => (7, 10) @ (22, 9) == 1
(7, 10) => (8, 11) @ (22, 10) == 1
(8, 11) => (9, 12) @ (22, 11) == 1
(9, 12) => (10, 13) @ (22, 12) == 1
(10, 13) => (11, 14) @ (22, 13) == 1
(11, 14) => (12, 15) @ (22, 14) == 1
(12, 15) => (13, 16) @ (22, 15) == 1
(13, 16) => (14, 17) @ (22, 16) == 1
(14, 17) => (15, 18) @ (22, 17) == 1
(15, 18) => (16, 19) @ (22, 18) == 1
(16, 19) => (17, 20) @ (22, 19) == 1
(17, 20) => (18, 21) @ (22, 20) == 1
(18, 21) => (19, 22) @ (22, 21) == 1
(19, 22) => (20, 23) @ (22, 22) == 1
(20, 23) => (21, 24) @ (22, 23) == 1
(21, 24) => (20, 25) @ (22, 24) == 1
(20, 25) => (19, 26) @ (22, 25) == 1
(19, 26) => (18, 27) @ (22, 26) == 1
(18, 27) => (17, 28) @ (22, 27) == 1
(17, 28) => (16, 29) @ (22, 28) == 1
(16, 29) => (15, 30) @ (22, 29) == 1
(15, 30) => (14, 31) @ (22, 30) == 1
(14, 31) => (13, 32) @ (22, 31) == 1
(13, 32) => (12, 33) @ (22, 32) == 1
(12, 33) => (11, 34) @ (22, 33) == 1
(11, 34) => (10, 35) @ (22, 34) == 1
(10, 35) => (9, 34) @ (22, 35) == -1
(9, 34) => (8, 33) @ (22, 34) == -1
(8, 33) => (7, 32) @ (22, 33) == -1
(7, 32) => (6, 31) @ (22, 32) == -1
(6, 31) => (5, 30) @ (22, 31) == -1
(5, 30) => (6, 29) @ (22, 30) == -1
(6, 29) => (7, 28) @ (22, 29) == -1
(7, 28) => (8, 27) @ (22, 28) == -1
(8, 27) => (9, 26) @ (22, 27) == -1
(9, 26) => (10, 25) @ (22, 26) == -1
(10, 25) => (11, 24) @ (22, 25) == -1
(11, 24) => (12, 23) @ (22, 24) == -1
(12, 23) => (13, 22) @ (22, 23) == -1
(13, 22) => (14, 21) @ (22, 22) == -1
(14, 21) => (15, 20) @ (22, 21) == -1
(15, 20) => (16, 19) @ (22, 20) == -1
(16, 19) => (17, 18) @ (22, 19) == -1
(17, 18) => (18, 17) @ (22, 18) == -1
(18, 17) => (19, 16) @ (22, 17) == -1
(19, 16) => (20, 15) @ (22, 16) == -1
(20, 15) => (21, 14) @ (22, 15) == -1
(21, 14) => (20, 13) @ (22, 14) == -1
(20, 13) => (19, 12) @ (22, 13) == -1
(19, 12) => (18, 11) @ (22, 12) == -1
(18, 11) => (17, 10) @ (22, 11) == -1
(17, 10) => (16, 9) @ (22, 10) == -1
(16, 9) => (15, 8) @ (22, 9) == -1
(15, 8) => (14, 7) @ (22, 8) == -1
(14, 7) => (13, 6) @ (22, 7) == -1
(13, 6) => (12, 5) @ (22, 6) == -1
(12, 5) => (11, 4) @ (22, 5) == -1
(11, 4) => (10, 3) @ (22, 4) == -1
(10, 3) => (9, 2) @ (22, 3) == -1
(9, 2) => (8, 1) @ (22, 2) == -1
(8, 1) => (7, 2) @ (22, 1) == 1
(7, 2) => (6, 3) @ (22, 2) == 1
(6, 3) => (5, 4) @ (22, 3) == 1
(5, 4) => (4, 5) @ (22, 4) == 1
(4, 5) => (3, 6) @ (22, 5) == 1
(3, 6) => (2, 7) @ (22, 6) == 1
(2, 7) => (1, 8) @ (22, 7) == 1
(1, 8) => (2, 9) @ (22, 8) == 1
(2, 9) => (3, 10) @ (22, 9) == 1
(3, 10) => (4, 11) @ (22, 10) == 1
(4, 11) => (5, 12) @ (22, 11) == 1
(5, 12) => (6, 13) @ (22, 12) == 1
(6, 13) => (7, 14) @ (22, 13) == 1
(7, 14) => (8, 15) @ (22, 14) == 1
(8, 15) => (9, 16) @ (22, 15) == 1
(9, 16) => (10, 17) @ (22, 16) == 1
(10, 17) => (11, 18) @ (22, 17) == 1
(11, 18) => (12, 19) @ (22, 18) == 1
(12, 19) => (13, 20) @ (22, 19) == 1
(13, 20) => (14, 21) @ (22, 20) == 1
(14, 21) => (15, 22) @ (22, 21) == 1
(15, 22) => (16, 23) @ (22, 22) == 1
(16, 23) => (17, 24) @ (22, 23) == 1
(17, 24) => (18, 25) @ (22, 24) == 1
(18, 25) => (19, 26) @ (22, 25) == 1
(19, 26) => (20, 27) @ (22, 26) == 1
(20, 27) => (21, 28) @ (22, 27) == 1
(21, 28) => (20, 29) @ (22, 28) == 1
(20, 29) => (19, 30) @ (22, 29) == 1
(19, 30) => (18, 31) @ (22, 30) == 1
(18, 31) => (17, 32) @ (22, 31) == 1
(17, 32) => (16, 33) @ (22, 32) == 1
(16, 33) => (15, 34) @ (22, 33) == 1
(15, 34) => (14, 35) @ (22, 34) == 1
(14, 35) => (13, 34) @ (22, 35) == -1
(13, 34) => (12, 33) @ (22, 34) == -1
(12, 33) => (11, 32) @ (22, 33) == -1
(11, 32) => (10, 31) @ (22, 32) == -1
(10, 31) => (9, 30) @ (22, 31) == -1
(9, 30) => (8, 29) @ (22, 30) == -1
(8, 29) => (7, 28) @ (22, 29) == -1
(7, 28) => (6, 27) @ (22, 28) == -1
(6, 27) => (5, 26) @ (22, 27) == -1
(5, 26) => (4, 25) @ (22, 26) == -1
(4, 25) => (3, 24) @ (22, 25) == -1
(3, 24) => (2, 23) @ (22, 24) == -1
(2, 23) => (1, 22) @ (22, 23) == -1
(1, 22) => (2, 21) @ (22, 22) == -1
(2, 21) => (3, 20) @ (22, 21) == -1
(3, 20) => (2, 21) @ (22, 20) == 1
(2, 21) => (1, 22) @ (22, 21) == 1
(1, 22) => (2, 23) @ (22, 22) == 1
(2, 23) => (3, 24) @ (22, 23) == 1
(3, 24) => (4, 25) @ (22, 24) == 1
(4, 25) => (5, 26) @ (22, 25) == 1
(5, 26) => (6, 27) @ (22, 26) == 1
(6, 27) => (7, 28) @ (22, 27) == 1
(7, 28) => (8, 29) @ (22, 28) == 1
(8, 29) => (9, 30) @ (22, 29) == 1
(9, 30) => (10, 31) @ (22, 30) == 1
(10, 31) => (11, 32) @ (22, 31) == 1
(11, 32) => (12, 33) @ (22, 32) == 1
(12, 33) => (13, 34) @ (22, 33) == 1
(13, 34) => (14, 35) @ (22, 34) == 1
(14, 35) => (15, 34) @ (22, 35) == -1
(15, 34) => (16, 33) @ (22, 34) == -1
(16, 33) => (17, 32) @ (22, 33) == -1
(17, 32) => (18, 31) @ (22, 32) == -1
(18, 31) => (19, 30) @ (22, 31) == -1
(19, 30) => (20, 29) @ (22, 30) == -1
(20, 29) => (21, 28) @ (22, 29) == -1
(21, 28) => (20, 27) @ (22, 28) == -1
(20, 27) => (19, 26) @ (22, 27) == -1
(19, 26) => (18, 25) @ (22, 26) == -1
(18, 25) => (17, 24) @ (22, 25) == -1
(17, 24) => (16, 23) @ (22, 24) == -1
(16, 23) => (15, 22) @ (22, 23) == -1
(15, 22) => (14, 21) @ (22, 22) == -1
(14, 21) => (13, 20) @ (22, 21) == -1
(13, 20) => (12, 19) @ (22, 20) == -1
(12, 19) => (11, 18) @ (22, 19) == -1
(11, 18) => (10, 17) @ (22, 18) == -1
(10, 17) => (9, 16) @ (22, 17) == -1
(9, 16) => (8, 15) @ (22, 16) == -1
(8, 15) => (7, 14) @ (22, 15) == -1
(7, 14) => (6, 13) @ (22, 14) == -1
(6, 13) => (5, 12) @ (22, 13) == -1
(5, 12) => (4, 11) @ (22, 12) == -1
(4, 11) => (3, 10) @ (22, 11) == -1
(3, 10) => (2, 9) @ (22, 10) == -1
(2, 9) => (1, 8) @ (22, 9) == -1
(1, 8) => (2, 7) @ (22, 8) == -1
(2, 7) => (3, 6) @ (22, 7) == -1
(3, 6) => (4, 5) @ (22, 6) == -1
(4, 5) => (5, 4) @ (22, 5) == -1
(5, 4) => (6, 3) @ (22, 4) == -1
(6, 3) => (7, 2) @ (22, 3) == -1
(7, 2) => (8, 1) @ (22, 2) == -1
(8, 1) => (9, 2) @ (22, 1) == 1
(9, 2) => (10, 3) @ (22, 2) == 1
(10, 3) => (11, 4) @ (22, 3) == 1
(11, 4) => (12, 5) @ (22, 4) == 1
(12, 5) => (13, 6) @ (22, 5) == 1
(13, 6) => (14, 7) @ (22, 6) == 1
(14, 7) => (15, 8) @ (22, 7) == 1
(15, 8) => (16, 9) @ (22, 8) == 1
(16, 9) => (17, 10) @ (22, 9) == 1
(17, 10) => (18, 11) @ (22, 10) == 1
(18, 11) => (19, 12) @ (22, 11) == 1
(19, 12) => (20, 13) @ (22, 12) == 1
(20, 13) => (21, 14) @ (22, 13) == 1
(21, 14) => (20, 15) @ (22, 14) == 1
(20, 15) => (19, 16) @ (22, 15) == 1
(19, 16) => (18, 17) @ (22, 16) == 1
(18, 17) => (17, 18) @ (22, 17) == 1
(17, 18) => (16, 19) @ (22, 18) == 1
(16, 19) => (15, 20) @ (22, 19) == 1
(15, 20) => (14, 21) @ (22, 20) == 1
(14, 21) => (13, 22) @ (22, 21) == 1
